SYMBOL,P
PALM2,0.0016741
PALM2-AKAP2,0.00010314
AKAP2,0.00010314
C9orf152,0.0013735
TXN,0.00072888
TXNDC8,0.00041207
SVEP1,6.8217e-05
MUSK,0.0060539
LPAR1,0.00035134
OR2K2,0.00018359
KIAA0368,0.009015
ZNF483,0.0011607
PTGR1,0.00065284
DNAJC25,0.00048824
DNAJC25-GNG10,0.00048824
GNG10,0.0028874
C9orf84,0.0053331
UGCG,0.0038713
SUSD1,7.4746e-06
PTBP3,0.0051512
HSDL2,0.026843
C9orf147,0.026843
KIAA1958,0.007551
INIP,0.0092963
SNX30,0.0050049
SLC46A2,0.0046921
ZFP37,0.0048106
SLC31A2,0.00039803
FKBP15,0.00071273
SLC31A1,0.0068365
CDC26,0.01891
PRPF4,0.0047886
RNF183,0.0032807
WDR31,0.002931
BSPRY,0.0035029
HDHD3,0.0028291
ALAD,0.0015807
POLE3,0.0037282
C9orf43,0.0037282
RGS3,0.035993
ZNF618,3.5914e-06
AMBP,9.3666e-05
KIF12,0.0012204
COL27A1,2.0135e-08
ORM1,5.16e-07
ORM2,2.4034e-08
AKNA,5.8109e-05
DFNB31,0.0012085
ATP6V1G1,5.1451e-05
C9orf91,5.7418e-05
TNFSF15,0.00069337
TNFSF8,0.004675
TNC,0.035475
DEC1,0.00049727
PAPPA,0.0046097
PAPPA-AS1,0.038324
ASTN2,1.3676e-06
TRIM32,0.026343
TLR4,0.015338
BRINP1,0.0016575
RP11-295D22.1,0.0080091
CDK5RAP2,0.00053382
MEGF9,0.00088285
FBXW2,0.0029704
PSMD5,0.0019879
PHF19,0.00011803
TRAF1,0.00050754
C5,9.4957e-05
CNTRL,0.0045485
GSN,0.0053213
STOM,0.0030069
AL161784.1,0.0030069
DAB2IP,0.0034722
TTLL11,0.00024376
NDUFA8,0.00056792
MORN5,0.00055577
LHX6,0.00077658
RBM18,0.00070324
MRRF,6.5435e-05
PTGS1,0.0021394
AL162424.1,0.0021394
OR1J1,0.013832
OR1J2,0.013832
OR1J4,0.0086175
OR1N1,0.0056329
OR1N2,0.006672
OR1L8,0.011367
OR1Q1,0.0045383
OR1B1,0.0025071
OR1L1,0.0034031
OR1L3,0.0034031
OR1L4,0.01073
OR1L6,0.0096963
ZBTB6,0.015532
ZBTB26,0.015532
RABGAP1,0.0018494
GPR21,0.027771
STRBP,0.00010772
CRB2,0.00063711
DENND1A,0.0029358
LHX2,0.010373
NEK6,0.00031903
PSMB7,0.0015396
GPR144,0.0024457
NR5A1,0.0010792
NR6A1,0.00040737
OLFML2A,0.0010542
WDR38,0.0032842
RPL35,0.0043857
ARPC5L,0.0058645
GOLGA1,0.0099468
SCAI,0.0038104
PPP6C,0.0012416
RABEPK,0.00074663
HSPA5,0.00029872
GAPVD1,0.00060474
MAPKAP1,0.010355
PBX3,0.0010899
MVB12B,0.0011383
LMX1B,3.0459e-05
ZBTB43,3.6672e-05
ZBTB34,0.0036344
RALGPS1,0.004027
ANGPTL2,0.004027
GARNL3,0.0072189
SLC2A8,0.010279
ZNF79,0.018782
RPL12,0.018782
LRSAM1,0.018782
FAM129B,0.015864
STXBP1,0.0042626
PTRH1,0.01202
C9orf117,0.013758
TTC16,0.013468
TOR2A,0.013468
SH2D3C,0.0078944
CDK9,0.0065497
FPGS,0.0032392
ENG,0.0080158
AK1,0.0095071
ST6GALNAC6,0.023541
FAM102A,0.0040634
NAIF1,0.016593
SLC25A25,0.0023895
PTGES2,0.0038629
AL590708.2,0.0051784
LCN2,0.013278
C9orf16,0.011563
CIZ1,0.01137
DNM1,0.010798
GOLGA2,0.0055928
SWI5,0.003823
AL359091.2,0.003823
TRUB2,0.0011625
COQ4,0.00253
SLC27A4,0.0032872
URM1,0.0016531
CERCAM,0.00062887
ODF2,0.00012992
GLE1,0.00049089
SPTAN1,0.0028198
WDR34,0.0033651
SET,0.0089085
PKN3,0.0089085
ZDHHC12,0.0089085
ZER1,0.0079255
TBC1D13,0.0028246
ENDOG,0.0028246
C9orf114,0.0028246
CCBL1,0.0026142
LRRC8A,0.00050696
PHYHD1,0.0020035
RP11-101E3.5,0.001145
DOLK,0.0064674
NUP188,0.0022837
SH3GLB2,0.0029395
FAM73B,0.0029395
DOLPP1,0.011695
CRAT,0.012235
PPP2R4,0.012235
IER5L,0.0025386
NTMT1,0.0031062
C9orf50,0.0065084
ASB6,0.0026387
PRRX2,0.00021578
PTGES,1.604e-05
TOR1B,0.0074932
TOR1A,0.0075854
C9orf78,0.0073966
USP20,0.0059403
FNBP1,0.0044302
GPR107,0.0003184
AL360004.1,0.00050548
NCS1,1.7257e-05
HMCN2,4.9876e-06
AL354898.1,3.8484e-05
ASS1,0.00010594
FUBP3,0.0026028
PRDM12,0.0058363
EXOSC2,0.0040059
ABL1,0.00010633
QRFP,0.00021211
FIBCD1,0.0020742
LAMC3,0.005172
AIF1L,0.010924
NUP214,0.010924
FAM78A,0.0087571
PPAPDC3,0.00077286
PRRC2B,0.0066448
POMT1,0.0072949
UCK1,0.021312
RAPGEF1,0.0089094
MED27,0.0015268
NTNG2,0.00069371
SETX,0.00044458
TTF1,0.0070373
C9orf171,0.0039708
BARHL1,0.030148
DDX31,0.027375
GTF3C4,0.02497
AK8,0.0030424
C9orf9,0.002676
TSC1,8.4343e-06
GFI1B,0.00036995
GTF3C5,0.0011083
CEL,0.0022747
RALGDS,0.00061705
GBGT1,0.00066771
OBP2B,0.0033775
SURF6,0.0053283
MED22,0.0031788
RPL7A,0.0031788
SURF1,0.003441
SURF2,0.003441
SURF4,0.004054
C9orf96,0.0041747
REXO4,0.0037437
ADAMTS13,0.0013562
CACFD1,0.001244
SLC2A6,0.0010112
TMEM8C,0.00028336
ADAMTSL2,0.0011653
FAM163B,0.00037448
DBH,0.0078987
SARDH,0.0011843
VAV2,1.0735e-05
BRD3,0.0029579
WDR5,0.012124
RXRA,0.0017466
COL5A1,6.7824e-06
FCN2,0.00081962
FCN1,0.00081843
OLFM1,0.0001096
AL390778.1,1.8705e-05
C9orf62,0.010813
PPP1R26,0.0097877
C9orf116,0.0036328
MRPS2,0.00412
LCN1,0.0016684
OBP2A,0.0027344
PAEP,0.0015032
GLT6D1,0.00060657
LCN9,0.00067985
SOHLH1,0.0032435
KCNT1,0.0002704
CAMSAP1,0.00010796
UBAC1,3.2022e-05
NACC2,8.4463e-06
C9orf69,0.0043675
LHX3,0.016715
QSOX2,0.016715
DKFZP434A062,0.0054282
GPSM1,0.00046513
DNLZ,0.00046513
CARD9,0.00046513
SNAPC4,0.00035204
SDCCAG3,0.0049324
PMPCA,0.0061266
INPP5E,0.0061266
SEC16A,0.0076934
C9orf163,0.0095073
NOTCH1,0.0039226
EGFL7,0.0014332
AGPAT2,0.0013601
FAM69B,0.0065276
LCN10,0.01291
LCN6,0.01291
LCN6,0.014575
LCN8,0.010212
LCN15,0.00061139
TMEM141,0.0019536
RP11-216L13.17,0.0019536
CCDC183,0.0019536
RABL6,0.00013604
C9orf172,0.0024709
PHPT1,0.0024709
MAMDC4,0.0013382
EDF1,0.0028854
TRAF2,0.0015608
FBXW5,0.0027375
C8G,0.0027375
LCN12,0.0027375
C9orf141,0.0021999
PTGDS,0.0021999
LCNL1,0.0021999
C9orf142,0.003979
CLIC3,0.003979
ABCA2,0.00040137
C9orf139,0.00048505
FUT7,0.00048505
NPDC1,0.0025524
ENTPD2,0.0025524
SAPCD2,0.032175
UAP1L1,0.024826
AL807752.1,0.024826
MAN1B1,0.011201
DPP7,0.013164
GRIN1,0.013164
LRRC26,0.013164
TMEM210,0.013164
ANAPC2,0.042463
SSNA1,0.042463
TPRN,0.042463
C9orf169,0.047098
RNF224,0.047098
SLC34A3,0.047098
TUBB4B,0.047098
FAM166A,0.047098
C9orf173,0.047098
NELFB,0.047098
TOR4A,0.047098
NRARP,0.0016529
EXD3,0.00063538
NOXA1,0.00014528
ENTPD8,0.00045838
NSMF,0.00057101
PNPLA7,0.00024886
MRPL41,0.00087445
DPH7,0.00053277
ZMYND19,0.00090033
ARRDC1,0.0068317
C9orf37,0.0068317
EHMT1,0.00046608
CACNA1B,0.00062587
TUBB8,0.035924
ZMYND11,0.010146
DIP2C,0.00018514
PRR26,0.013882
LARP4B,0.012267
AL359878.1,0.0016802
GTPBP4,0.00047063
IDI2,0.00047063
IDI1,1.3849e-05
WDR37,1.6875e-05
ADARB2,6.1314e-07
PFKP,0.001561
PITRM1,0.0039673
KLF6,0.0046008
AKR1E2,0.0001441
AKR1C1,0.00017391
AKR1C2,5.4997e-06
AKR1C3,1.9858e-05
AKR1CL1,0.0025728
AKR1C4,0.0016424
UCN3,0.00021587
TUBAL3,0.0029518
NET1,0.0002473
CALML5,1.2499e-05
CALML3,3.3102e-06
ASB13,0.00030224
FAM208B,0.00017704
GDI2,0.0039379
ANKRD16,0.0021419
FBXO18,0.0014705
IL15RA,0.0031875
IL2RA,0.0018632
RBM17,0.00019947
PFKFB3,0.00037991
DKFZP667F0711,0.00026556
PRKCQ,0.00014329
SFMBT2,0.0043092
ITIH5,0.00024219
ITIH2,0.0068877
ATP5C1,0.044766
TAF3,0.00037005
GATA3,0.0011086
CELF2,0.00030712
USP6NL,0.0021648
ECHDC3,0.00051447
PROSER2,0.00023475
UPF2,5.32e-05
DHTKD1,0.00031939
SEC61A2,0.00084318
NUDT5,0.00096916
CDC123,0.0026666
CAMK1D,1.0221e-05
CCDC3,9.0296e-07
OPTN,0.0012353
MCM10,2.9969e-05
UCMA,4.8067e-05
PHYH,0.00011116
AL138764.1,0.003276
SEPHS1,0.0062113
BEND7,0.00019023
PRPF18,0.0062815
RP11-295P9.3,0.012566
FRMD4A,6.8669e-09
FAM107B,5.1997e-08
CDNF,0.00096743
HSPA14,0.0026424
SUV39H2,0.0013499
DCLRE1C,0.02045
MEIG1,0.017949
OLAH,0.0028987
ACBD7,0.022653
C10orf111,0.012574
RPP38,0.0031694
NMT2,0.0031694
FAM171A1,0.00077986
ITGA8,0.0054826
FAM188A,0.017675
PTER,0.0010247
C1QL3,0.0040867
RSU1,0.0086597
CUBN,0.0006096
TRDMT1,0.0017048
VIM,0.00085983
ST8SIA6,0.0065778
PTPLA,0.0075857
STAM,0.0062943
TMEM236,0.019384
MRC1L1,0.012947
MRC1,0.00048485
SLC39A12,0.0014574
CACNB2,7.5909e-05
NSUN6,0.014668
RP11-139J15.7,0.01214
ARL5B,0.010873
MALRD1,4.0685e-06
PLXDC2,0.0018652
NEBL,0.00051021
C10orf113,0.0031198
CASC10,0.0011827
SKIDA1,0.012057
MLLT10,0.003719
DNAJC1,0.0042712
EBLN1,0.02695
COMMD3,0.0032512
COMMD3-BMI1,0.0032512
BMI1,0.0052818
SPAG6,0.0016585
PIP4K2A,0.0086684
ARMC3,0.0048525
MSRB2,0.0011434
PTF1A,0.0035454
C10orf115,0.0040857
C10orf67,0.0064409
OTUD1,0.0078462
KIAA1217,1.2852e-07
AL353583.1,0.00027125
ARHGAP21,5.7493e-05
PRTFDC1,0.019313
ENKUR,0.015286
THNSL1,0.015286
GPR158,0.00098091
MYO3A,0.00023501
GAD2,0.0011642
APBB1IP,0.0011934
PDSS1,0.0044373
ABI1,0.0026228
ANKRD26,0.00010972
YME1L1,0.00043046
MASTL,0.00013704
ACBD5,0.00034419
PTCHD3,0.00040988
RAB18,0.0040532
MKX,0.0044375
ARMC4,0.00014253
MPP7,8.555e-05
WAC,0.035173
C10orf126,0.011702
LYZL1,7.3769e-05
SVIL,0.008976
KIAA1462,0.0022849
MTPAP,0.014005
MAP3K8,0.0062666
LYZL2,0.0080832
ZNF438,0.00032922
ZEB1,0.0014628
ARHGAP12,0.0059161
KIF5B,0.024852
EPC1,0.0050743
CCDC7,0.0028778
C10ORF68,0.0046022
ITGB1,0.0023665
NRP1,0.00017664
PARD3,3.7518e-06
CUL2,0.0061373
CREM,0.021387
CCNY,0.00053953
GJD4,0.01637
FZD8,0.011526
NAMPTL,0.042158
ANKRD30A,0.00037958
MTRNR2L7,0.006003
ZNF248,0.0033426
ZNF25,0.0019001
ZNF33A,0.0021545
ZNF37A,0.0056539
LINC00999,0.0355
ZNF33B,0.0047719
BMS1,0.0079832
RET,0.0016255
CSGALNACT2,0.0087802
RASGEF1A,0.00021752
FXYD4,0.0089024
HNRNPF,0.0054595
ZNF487,0.0053309
ZNF239,0.0052807
ZNF485,0.010125
ZNF32,0.00871
CXCL12,2.8281e-05
AL137026.1,6.8063e-05
TMEM72,0.00022709
RASSF4,0.00056077
C10orf10,0.0045801
C10orf25,0.0076414
ZNF22,0.0076414
OR13A1,0.0045203
ALOX5,0.0040851
MARCH8,0.012473
ZFAND4,0.00025243
FAM21C,3.659e-05
FAM25E,0.0016568
AGAP4,0.0016568
SYT15,0.01489
ANTXRL,0.0030948
ANXA8L2,0.0042553
AL603965.1,0.0042553
ZNF488,0.048521
RBP3,0.048521
FAM25C,0.027557
FRMPD2,0.00047347
MAPK8,0.0027161
ARHGAP22,0.00017496
WDFY4,3.5455e-05
LRRC18,0.00042443
VSTM4,0.034325
C10orf128,0.02393
C10orf71,0.015353
DRGX,0.050861
ERCC6,0.0020424
PGBD3,0.010339
ERCC6-PGBD3,0.010339
CHAT,0.0017398
SLC18A3,0.0050495
C10orf53,0.0021311
OGDHL,3.9833e-06
PARG,0.0018637
AGAP7,0.045024
MSMB,0.016512
NCOA4,0.016512
TIMM23,0.040004
AGAP6,0.0069488
FAM21A,0.0045219
ASAH2,0.0028767
SGMS1,0.0016828
AC069547.1,0.0090551
AC069547.2,0.0043051
ASAH2B,0.00077867
A1CF,8.7514e-05
PRKG1,5.5796e-08
CSTF2T,0.004638
DKK1,0.0027797
MBL2,0.0029726
PCDH15,1.1073e-07
MTRNR2L5,0.0345
ZWINT,0.0090032
IPMK,0.024445
CISD1,0.015324
UBE2D1,0.008566
TFAM,0.012897
BICC1,0.000106
PHYHIPL,0.0077385
FAM13C,0.018975
SLC16A9,0.00015926
CCDC6,0.00014802
C10orf40,0.0072247
ANK3,7.4655e-05
CDK1,0.00023774
RHOBTB1,6.7506e-06
C10orf107,0.0068116
RTKN2,0.009509
ZNF365,0.011839
ADO,0.0072822
EGR2,0.0024459
NRBF2,0.0045008
JMJD1C,0.0012837
REEP3,0.0027265
CTNNA3,0.0017052
LRRTM3,0.00078821
DNAJC12,0.0034263
SIRT1,0.019069
HERC4,0.02137
MYPN,0.002983
ATOH7,0.0014799
PBLD,0.0044919
HNRNPH3,0.0051286
RUFY2,0.0031621
DNA2,0.0046556
SLC25A16,0.001066
TET1,0.0049904
CCAR1,0.0012104
STOX1,4.0698e-06
DDX50,1.0931e-05
DDX21,0.00020104
KIAA1279,0.00077678
SRGN,0.000287
VPS26A,0.00076546
SUPV3L1,0.0016815
HKDC1,0.00013602
HK1,0.00026123
TACR2,0.015673
NEUROG3,0.0011047
C10orf35,9.6111e-06
RP11-242G20.1,0.000165
COL13A1,0.00032142
H2AFY2,0.0002093
AIFM2,0.00033176
TYSND1,0.0014387
SAR1A,0.0014387
PPA1,0.0023058
NPFFR1,0.0020703
LRRC20,0.0012007
EIF4EBP2,0.0012263
NODAL,0.0049047
AC022532.1,0.010803
PALD1,0.00033194
PRF1,0.0014055
ADAMTS14,0.0013988
TBATA,0.0027293
SGPL1,0.011211
PCBD1,0.032669
UNC5B,2.9562e-05
SLC29A3,0.0015387
CDH23,0.00055822
C10orf105,0.0010491
C10orf54,0.030374
PSAP,0.037842
CHST3,6.8426e-05
SPOCK2,0.0019191
ASCC1,0.001027
ANAPC16,0.00028841
DDIT4,0.00072104
DNAJB12,0.0033954
MICU1,0.00048204
MCU,0.0038581
OIT3,0.031993
PLA2G12B,0.031993
ECD,0.035248
FAM149B1,0.032259
DNAJC9,0.033015
MRPS16,0.033015
TTC18,0.02087
ANXA7,0.012116
MSS51,0.0097294
PPP3CB,0.011366
USP54,0.00078721
MYOZ1,0.0043899
SYNPO2L,0.0041503
AGAP5,0.0066344
SEC24C,0.022025
AC022400.2,0.027632
FUT11,0.025808
CHCHD1,0.020998
ZSWIM8,0.011507
RP11-574K11.31,0.011048
NDST2,0.010628
CAMK2G,0.0082134
PLAU,0.0013263
C10orf55,0.00099376
VCL,0.0029057
AP3M1,0.0072262
ADK,0.0066857
KAT6B,0.00026714
DUPD1,0.0026443
DUSP13,0.0022411
SAMD8,3.9085e-05
VDAC2,0.00012018
COMTD1,0.00027063
C10orf11,1.4189e-05
KCNMA1,1.0895e-05
DLG5,0.0047121
AL391421.1,0.034023
POLR3A,0.0093763
RPS24,0.0059043
ZMIZ1,9.3794e-06
PPIF,0.0017466
ZCCHC24,0.00099512
AL133481.1,0.0017757
EIF5AL1,0.0016512
SFTPA2,0.0016408
SFTPA1,0.0041757
NUTM2B,0.0061939
NUTM2E,0.0078957
SFTPD,0.036
TMEM254,0.0038456
PLAC9,0.0028144
ANXA11,0.0027055
AL359195.1,0.0031162
MAT1A,0.0035187
DYDC1,0.0095753
DYDC2,0.0095753
FAM213A,0.006525
TSPAN14,0.00020545
SH2D4B,0.0071492
NRG3,1.3184e-05
GHITM,0.0046392
C10orf99,0.0031298
CDHR1,0.0022718
LRIT2,0.044817
LRIT1,0.026985
RGR,0.014239
CCSER2,0.002896
GRID1,1.2665e-05
OPN4,0.006935
LDB3,0.0070298
BMPR1A,0.0037171
MMRN2,0.0057774
SNCG,0.0024015
ADIRF,0.0014287
FAM25A,0.001006
GLUD1,0.0029257
FAM35A,0.00066228
NUTM2A,0.00033095
NUTM2D,0.0033918
MINPP1,0.0037078
PAPSS2,0.00031339
ATAD1,0.011682
KLLN,0.011682
PTEN,0.00299
RNLS,0.0025959
LIPJ,0.0066783
LIPF,0.012171
LIPK,0.027231
LIPN,0.027231
LIPM,0.027231
ANKRD22,0.0081506
STAMBPL1,0.0094138
ACTA2,0.012578
FAS,0.012507
CH25H,0.013931
LIPA,0.00051859
IFIT2,0.0010098
IFIT3,0.0011229
IFIT1B,0.00066222
IFIT1,0.00046661
IFIT5,0.00040516
SLC16A12,0.00016064
PANK1,0.016445
KIF20B,0.00061542
HTR7,0.028321
RPP30,0.0025795
ANKRD1,0.0044591
PCGF5,0.0037183
HECTD2,0.010051
PPP1R3C,0.012508
TNKS2,0.0045744
FGFBP3,0.0072823
BTAF1,0.0017859
CPEB3,0.0085192
MARCH5,0.026261
IDE,0.021206
KIF11,0.020064
HHEX,0.0040478
EXOC6,0.0054534
CYP26C1,0.017856
CYP26A1,0.0038294
MYOF,3.0186e-05
CEP55,0.0018774
FFAR4,6.6422e-05
RBP4,0.00038622
PDE6C,0.00038622
LGI1,0.014252
PLCE1,0.0035385
NOC3L,0.011663
TBC1D12,0.007643
HELLS,0.0080877
CYP2C18,0.00088913
CYP2C19,0.00087828
CYP2C9,0.00015754
CYP2C8,0.0036991
C10orf129,0.013513
PDLIM1,0.0081682
SORBS1,0.00089893
ALDH18A1,0.006829
TCTN3,0.0051102
ENTPD1,0.0086744
RP11-248J23.7,0.0037131
C10orf131,0.0042202
RP11-248J23.6,0.0030339
RP11-690P14.4,0.0022899
CC2D2B,0.0022899
CCNJ,0.011785
BLNK,0.019837
OPALIN,0.0028076
TLL2,0.0028076
TM9SF3,0.0048346
PIK3AP1,0.00050161
LCOR,0.001567
C10orf12,0.0014272
SLIT1,0.0063687
ARHGAP19-SLIT1,0.0063687
RRP12,0.021711
AL355490.1,0.0089104
PGAM1,0.0089104
EXOSC1,0.0089104
ZDHHC16,0.0082491
MMS19,0.0049889
UBTD1,0.0042129
ANKRD2,0.0079313
HOGA1,0.010403
PI4K2A,0.0079753
PI4K2A,0.0079753
C10orf62,0.010988
MORN4,0.010072
AVPI1,0.027876
MARVELD1,0.0099699
ZFYVE27,0.0099699
SFRP5,0.036369
GOLGA7B,0.00014074
CRTAC1,0.00012056
GOLGA7B,0.00014074
R3HCC1L,0.016675
LOXL4,0.020778
PYROXD2,0.00037171
HPS1,0.00012594
HPSE2,0.0064188
CNNM1,0.0034329
GOT1,0.00086721
NKX2-3,0.0017481
SLC25A28,0.001407
ENTPD7,0.010806
CUTC,0.00027492
COX15,4.3474e-05
ABCC2,7.7054e-06
DNMBP,1.5291e-05
CPN1,0.00032302
ERLIN1,0.00061874
CHUK,0.00027818
CWF19L1,0.000281
BLOC1S2,0.0001397
PKD2L1,9.075e-05
SCD,0.007336
WNT8B,0.0023417
SEC31B,0.0021416
NDUFB8,0.0021416
NDUFB8,0.0021416
HIF1AN,0.001176
PAX2,0.00031352
FAM178A,0.023663
MRPL43,0.030804
SEMA4G,0.030804
C10orf2,0.030804
LZTS2,0.030804
PDZD7,0.028365
SFXN3,0.023452
KAZALD1,0.0014303
TLX1NB,0.0019826
HUG1,0.0019826
TLX1,0.0034453
LBX1,0.0075909
BTRC,0.0026813
DPCD,0.0068545
POLL,0.0045733
FBXW4,0.0033909
FGF8,1.3644e-05
NPM3,0.00060699
MGEA5,9.6534e-05
KCNIP2,0.00032653
C10orf76,5.4338e-05
HPS6,0.00048931
LDB1,0.00025383
PPRC1,0.00039047
NOLC1,0.00067253
ELOVL3,0.006327
PITX3,0.0051338
GBF1,0.0030178
NFKB2,0.00052606
PSD,0.00016726
FBXL15,7.7589e-05
CUEDC2,5.9174e-05
C10orf95,4.7656e-05
TMEM180,4.4028e-05
ACTR1A,8.4431e-05
SUFU,0.0021612
TRIM8,0.0080581
ARL3,0.0082143
SFXN2,0.002868
WBP1L,0.00030621
CYP17A1,0.00021248
C10orf32,0.00016367
C10orf32-ASMT,0.00011195
AS3MT,0.00011985
CNNM2,0.00014253
NT5C2,0.00087444
RPEL1,0.014373
INA,0.01505
PCGF6,0.01253
TAF5,0.015639
USMG5,0.012452
PDCD11,0.0038006
CALHM2,0.0060263
CALHM1,0.0076535
CALHM3,0.012059
NEURL1,0.0084096
SH3PXD2A,0.00015771
OBFC1,0.0044244
SLK,0.0034403
COL17A1,0.00661
WDR96,0.0046884
GSTO1,0.001257
GSTO2,0.00016299
ITPRIP,4.2711e-06
CCDC147,0.00012946
SORCS3,1.4379e-06
SORCS1,7.1047e-07
XPNPEP1,0.0030984
RP11-451M19.3,0.0034087
ADD3,0.0074186
MXI1,0.0099715
SMNDC1,0.032885
DUSP5,0.00017065
SMC3,0.00011347
RBM20,0.00036207
PDCD4,0.017492
BBIP1,0.015522
SHOC2,0.0013114
ADRA2A,4.7735e-05
GPAM,0.0020459
TECTB,0.00022425
ACSL5,0.00025599
ZDHHC6,0.0037457
VTI1A,6.0584e-05
TCF7L2,0.00086703
HABP2,0.001114
NRAP,0.0020711
CASP7,0.029672
PLEKHS1,0.029672
NHLRC2,0.0020916
AL162407.1,0.0020916
ADRB1,0.00011087
C10orf118,8.3151e-05
TDRD1,0.00012202
VWA2,8.8707e-05
AFAP1L2,3.7563e-07
ABLIM1,0.00024383
FAM160B1,0.00011998
TRUB1,5.3097e-05
ATRNL1,6.4545e-08
GFRA1,0.0010692
CCDC172,0.0094654
PNLIPRP3,0.0049509
PNLIP,0.012156
PNLIPRP1,0.015896
C10orf82,0.032378
HSPA12A,3.3519e-05
ENO4,0.0085706
KIAA1598,0.0034578
VAX1,0.0010272
KCNK18,0.0012093
SLC18A2,0.0020986
PDZD8,0.0013828
EMX2,0.00096049
RAB11FIP2,0.0017087
FAM204A,0.0055045
PRLHR,0.00018245
CACUL1,0.00022664
NANOS1,0.0010028
EIF3A,0.00046921
FAM45A,0.00092616
SFXN4,0.0030562
PRDX3,0.0015099
GRK5,0.00037441
RGS10,0.0042221
TIAL1,0.018341
BAG3,0.010001
INPP5F,0.0017318
MCMBP,0.0073987
SEC23IP,0.0060278
PPAPDC1A,0.0001118
C10orf85,0.00025419
WDR11,0.0088169
FGFR2,0.0015781
ATE1,1.3469e-05
NSMCE4A,0.0034556
TACC2,0.00028343
BTBD16,0.0079208
PLEKHA1,0.0037036
ARMS2,0.0049479
HTRA1,0.0072313
DMBT1,0.014446
C10orf120,0.00029629
CUZD1,5.4959e-05
FAM24B,7.6089e-06
FAM24A,0.00027975
C10orf88,0.019472
PSTK,0.0064301
IKZF5,0.008258
ACADSB,0.0042803
HMX3,3.5578e-06
HMX2,1.5499e-06
BUB3,3.5011e-06
GPR26,0.00068941
CPXM2,9.5464e-05
CHST15,0.0042477
OAT,0.0072335
NKX1-2,0.014616
LHPP,8.1158e-06
RP11-12J10.3,0.0017456
FAM53B,0.0029715
METTL10,0.0015615
FAM175B,0.014814
ZRANB1,0.0048539
CTBP2,1.3962e-05
TEX36,0.0055589
EDRF1,0.0020965
MMP21,0.010056
UROS,0.0021305
BCCIP,0.0042849
DHX32,0.0037692
FANK1,0.00034363
ADAM12,0.00060684
C10orf90,0.00090666
DOCK1,6.0557e-08
FAM196A,0.020698
NPS,0.0011978
FOXI2,0.020037
CLRN3,0.0017787
PTPRE,0.0019838
MKI67,0.00077795
MGMT,0.0057222
AL355531.2,0.010999
EBF3,0.00076991
GLRX3,0.00082181
TCERG1L,0.00061842
AL450307.1,0.0015385
PPP2R2D,0.039498
BNIP3,0.0073199
JAKMIP3,0.0001468
DPYSL4,0.00070247
STK32C,0.00056758
LRRC27,0.00015192
PWWP2B,0.00029593
C10orf91,0.0024169
INPP5A,0.00069378
NKX6-2,0.00051476
TTC40,0.003331
GPR123,0.0016341
KNDC1,0.0074432
UTF1,0.013088
VENTX,0.012718
ADAM8,0.015364
TUBGCP2,0.0039496
ZNF511,0.0016201
CALY,0.02247
PRAP1,0.0016201
FUOM,0.0016201
ECHS1,0.00035123
PAOX,0.00035123
AL360181.1,0.00035123
RP11-108K14.8,0.00089446
MTG1,0.00089446
SPRN,0.0049007
CYP2E1,0.0093235
AL161645.2,0.0094758
SYCE1,0.0076455
FRG2B,0.00087888
BET1L,0.0024146
SCGB1C1,0.0074268
ODF3,0.0035084
RIC8A,0.0067729
SIRT3,0.0059738
PSMD13,0.007345
NLRP6,0.0042411
ATHL1,0.003846
IFITM5,0.0047687
IFITM2,0.00041231
IFITM1,0.0001335
IFITM3,0.00016033
B4GALNT4,5.3393e-05
PKP3,0.00029771
SIGIRR,0.00063795
ANO9,1.9932e-05
PTDSS2,0.00021097
RNH1,0.00049356
HRAS,7.4656e-05
LRRC56,3.0147e-05
C11orf35,4.5218e-05
RASSF7,0.0026114
PHRF1,0.0047516
IRF7,0.0068479
CDHR5,0.0085906
SCT,0.0092494
DRD4,0.0091953
DEAF1,0.0074585
EPS8L2,0.00084202
TMEM80,0.00084202
TALDO1,0.0051929
PDDC1,0.0051929
AP006621.5,0.0051929
CEND1,0.001533
SLC25A22,0.001533
PIDD,0.001533
RPLP2,0.0061959
PNPLA2,0.0061959
EFCAB4A,0.0061959
CD151,0.0061959
POLR2L,0.0061959
TSPAN4,0.004872
CHID1,0.0097384
AP2A2,0.0010767
MUC6,0.00026094
MUC2,2.5006e-05
MUC5AC,0.0012067
MUC5B,0.00055793
TOLLIP,0.002197
AC136297.1,0.002985
BRSK2,4.5529e-06
MOB2,0.00053578
DUSP8,0.0026896
KRTAP5-1,0.0029095
KRTAP5-2,0.004023
KRTAP5-3,0.0050869
KRTAP5-4,0.0036302
KRTAP5-5,0.0036302
KRTAP5-6,0.00049266
IFITM10,0.0010608
RP11-295K3.1,0.0005318
CTSD,0.0005318
SYT8,0.00015507
TNNI2,0.00015507
LSP1,0.00061665
C11orf89,0.0019389
TNNT3,0.0018071
MRPL23,0.001482
IGF2,0.00016929
INS-IGF2,0.00016929
INS,0.00016929
TH,0.00016929
ASCL2,4.3176e-05
C11orf21,4.3176e-05
TSPAN32,1.1356e-05
CD81,8.2562e-07
TSSC4,4.9105e-07
TRPM5,4.9105e-07
KCNQ1,7.061e-11
CDKN1C,0.00051701
SLC22A18AS,0.00020027
SLC22A18,0.00019164
PHLDA2,0.0010538
NAP1L4,3.454e-06
